log_level_desc,log_level,error_code,event_desc
debugging,7,713029,"Received remote Proxy Range data in ID Payload: Addresses IP_address - IP_address, Protocol protocol, Port port"
debugging,7,713034,"Received local IP Proxy Subnet data in ID Payload: Address IP_address, Mask netmask, Protocol protocol, Port port"
debugging,7,713035,"Group group IP ip Received remote IP Proxy Subnet data in ID Payload: Address IP_address, Mask netmask, Protocol protocol, Port port"
debugging,7,713039,"Send failure: Bytes (number), Peer: IP_address"
debugging,7,713040,Could not find connection entry and can not encrypt: msgid message_number
debugging,7,713052,User (user) authenticated.
debugging,7,713066,IKE Remote Peer configured for SA: SA_name
debugging,7,713094,Cert validation failure: handle invalid for Main/Aggressive Mode Initiator/Responder!
debugging,7,713099,Tunnel Rejected: Received NONCE length number is out of range!
debugging,7,713103,Invalid (NULL) secret key detected while computing hash
debugging,7,713104,Attempt to get Phase 1 ID data failed while hash computation
debugging,7,713113,"Deleting IKE SA with associated IPSec connection entries. IKE peer: IP_address, SA address: internal_SA_address, tunnel count: count"
debugging,7,713114,"Connection entry (conn entry internal address) points to IKE SA (SA_internal_address) for peer IP_address, but cookies don't match"
debugging,7,713117,Received Invalid SPI notify (SPI SPI_Value)!
debugging,7,713121,Keep-alive type for this connection: keepalive_type
debugging,7,713143,"Processing firewall record. Vendor: vendor(id), Product: product(id), Caps: capability_value, Version Number: version_number, Version String: version_text"
debugging,7,713160,Remote user (session Id - id) has been granted access by the Firewall Server
debugging,7,713164,The Firewall Server has requested a list of active user sessions 
debugging,7,713169,"IKE Received delete for rekeyed SA IKE peer: IP_address, SA address: internal_SA_address, tunnelCnt: tunnel_count"
debugging,7,713170,"Group group IP ip IKE Received delete for rekeyed centry IKE peer: IP_address, centry address: internal_address, msgid: id"
debugging,7,713171,NAT-Traversal sending NAT-Original-Address payload 
debugging,7,713187,"Tunnel Rejected: IKE peer does not match remote peer as defined in L2L policy IKE peer address: IP_address, Remote peer address: IP_address "
debugging,7,713190,Got bad refCnt (ref_count_value) assigning IP_address (IP_address) 
debugging,7,713204,Adding static route for client address: IP_address 
debugging,7,713221,"Static Crypto Map check, checking map = crypto_map_tag, seq = seq_number..."
debugging,7,713222,"Group group Username username IP ip Static Crypto Map check, map = crypto_map_tag, seq = seq_number, ACL does not match proxy IDs src:source_address dst:dest_address"
debugging,7,713223,"Static Crypto Map check, map = crypto_map_tag, seq = seq_number, no ACL configured"
debugging,7,713224,Static Crypto Map Check by-passed: Crypto map entry incomplete! 
debugging,7,713225,"[IKEv1], Static Crypto Map check, map map_name, seq = sequence_number is a successful match"
debugging,7,713233,(VPN-unit) Remote network (remote network) validated for network extension mode.
debugging,7,713234,(VPN-unit) Remote network (remote network) from network extension mode client mismatches AAA configuration (aaa network).
debugging,7,713235,Attempt to send an IKE packet from standby unit. Dropping the packet! 
debugging,7,713236,IKE_DECODE tx/rx Message (msgid=msgid) with payloads:payload1 (payload1_len) + payload2 (payload2_len)...total length: tlen 
debugging,7,713900,Descriptive_event_string. 
debugging,7,71390,Descriptive_event_string. 
debugging,7,713906,descriptive_event_string. 
debugging,7,714001,description_of_event_or_packet 
debugging,7,714002,IKE Initiator starting QM: msg id = message_number 
debugging,7,714003,IKE Responder starting QM: msg id = message_number 
debugging,7,714004,IKE Initiator sending 1st QM pkt: msg id = message_number 
debugging,7,714005,IKE Responder sending 2nd QM pkt: msg id = message_number 
debugging,7,714006,IKE Initiator sending 3rd QM pkt: msg id = message_number 
debugging,7,714007,IKE Initiator sending Initial Contact 
debugging,7,714011,Description of received ID values 
debugging,7,715001,Descriptive statement 
debugging,7,715004,subroutine name() Q Send failure: RetCode (return_code) 
debugging,7,715005,subroutine name() Bad message code: Code (message_code)
debugging,7,715006,IKE got SPI from key engine: SPI = SPI_value
debugging,7,715007,IKE got a KEY_ADD msg for SA: SPI = SPI_value
debugging,7,715008,"Could not delete SA SA_address, refCnt = number, caller = calling_subroutine_address"
debugging,7,715009,"IKE Deleting SA: Remote Proxy IP_address, Local Proxy IP_address"
debugging,7,715013,"Tunnel negotiation in progress for destination IP_address, discarding data"
debugging,7,715019,Group group Username username IP ip IKEGetUserAttributes: Attribute name = name
debugging,7,715020,construct_cfg_set: Attribute name = name
debugging,7,715021,"Delay Quick Mode processing, Cert/Trans Exch/RM DSID in progress"
debugging,7,715022,"Resume Quick Mode processing, Cert/Trans Exch/RM DSID completed"
debugging,7,715027,"IPSec SA Proposal # chosen_proposal, Transform # chosen_transform acceptable Matches global IPSec SA entry # crypto_map_index"
debugging,7,715028,"IKE SA Proposal # 1, Transform # chosen_transform acceptable Matches global IKE entry # crypto_map_index"
debugging,7,715033,Processing CONNECTED notify (MsgId message_number) 
debugging,7,715034,action IOS keep alive payload: proposal=time 1/time 2 sec. 
debugging,7,715035,Starting IOS keepalive monitor: seconds sec. 
debugging,7,715036,Sending keep-alive of type notify_type (seq number number) 
debugging,7,715037,Unknown IOS Vendor ID version: major.minor.variance
debugging,7,715038,"action Spoofing_information Vendor ID payload (version: major.minor.variance, capabilities: value)"
debugging,7,715039,Unexpected cleanup of tunnel table entry during SA delete. 
debugging,7,715040,Deleting active auth handle during SA deletion: handle =internal_authentication_handle
debugging,7,715041,"Received keep-alive of type keepalive_type, not the negotiated type"
debugging,7,715042,IKE received response of type failure_type to a request from the IP_address utility
debugging,7,715044,Ignoring Keepalive payload from vendor not support KeepAlive capability
debugging,7,715045,ERROR: malformed Keepalive payload
debugging,7,715046,"Group = groupname, Username = username, IP = IP_address, constructing payload_description payload"
debugging,7,715047,processing payload_description payload
debugging,7,715048,Send VID_type VID
debugging,7,715049,Received VID_type VID
debugging,7,715050,Claims to be IOS but failed authentication
debugging,7,715051,Received unexpected TLV type TLV_type while processing FWTYPE ModeCfg Reply
debugging,7,715052,"Old P1 SA is being deleted but new SA is DEAD, cannot transition centries "
debugging,7,715053,MODE_CFG: Received request for attribute_info!
debugging,7,715054,MODE_CFG: Received attribute_name reply: value
debugging,7,715055,Send attribute_name
debugging,7,715056,Client is configured for TCP_transparency
debugging,7,715057,Auto-detected a NAT device with NAT-Traversal. Ignoring IPSec-over-UDP configuration.
debugging,7,715058,NAT-Discovery payloads missing. Aborting NAT-Traversal. 
debugging,7,715059,Proposing/Selecting only UDP-Encapsulated-Tunnel and UDP-Encapsulated-Transport modes defined by NAT-Traversal
debugging,7,715060,Dropped received IKE fragment. Reason: reason
debugging,7,715061,Rcv'd fragment from a new fragmentation set. Deleting any old fragments.
debugging,7,715062,Error assembling fragments! Fragment numbers are non-continuous.
debugging,7,715063,Successfully assembled an encrypted pkt from rcv'd fragments!
debugging,7,715064,-- IKE Peer included IKE fragmentation capability flags: Main Mode: true/false Aggressive Mode: true/false
debugging,7,715065,"IKE state_machine subtype FSM error history (struct data_structure_address) state, event: state/event pairs"
debugging,7,715066,Can't load an IPSec SA! The corresponding IKE SA contains an invalid logical ID.
debugging,7,715067,"QM IsRekeyed: existing sa from different peer, rejecting new sa "
debugging,7,715067,"QM IsRekeyed: existing sa from different peer, rejecting new sa "
debugging,7,715068,"QM IsRekeyed: duplicate sa found by address, deleting old sa "
debugging,7,715069,Invalid ESP SPI size of SPI_size
debugging,7,715070,Invalid IPComp SPI size of SPI_size
debugging,7,715071,AH proposal not supported
debugging,7,715072,Received proposal with unknown protocol ID protocol_ID
debugging,7,715074,Could not retrieve authentication attributes for peer IP_address
debugging,7,715075,"Group = group_name, IP = IP_address Received keep-alive of type message_type (seq number number)"
debugging,7,715076,Computing hash for ISAKMP 
debugging,7,715077,"Pitcher: msg string, spi spi "
debugging,7,715080,VPN: Starting P2 rekey timer: 28800 seconds. 
debugging,7,716008,WebVPN ACL: action 
debugging,7,716010,Group group User user Browse network. 
debugging,7,716011,Group group User user Browse domain domain. 
debugging,7,716012,Group group User user Browse directory directory. 
debugging,7,716013,Group group User user Close file filename. 
debugging,7,716014,Group group User user View file filename. 
debugging,7,716015,Group group User user Remove file filename. 
debugging,7,716016,Group group User user Rename file old_filename to new_filename.
debugging,7,716017,Group group User user Modify file filename.
debugging,7,716018,Group group User user Create file filename.
debugging,7,716019,Group group User user Create directory directory.
debugging,7,716020,Group group User user Remove directory directory.
debugging,7,716021,"File access DENIED, filename."
debugging,7,716024,Group name User user Unable to browse the network.Error: description
debugging,7,716025,Group name User user Unable to browse domain domain. Error: description
debugging,7,716026,Group name User user Unable to browse directory directory. Error: description
debugging,7,716027,Group name User user Unable to view file filename. Error: description
debugging,7,716028,Group name User user Unable to remove file filename. Error: description
debugging,7,716029,Group name User user Unable to rename file filename. Error: description
debugging,7,716030,Group name User user Unable to modify file filename. Error: description
debugging,7,716031,Group name User user Unable to create file filename. Error: description
debugging,7,716032,Group name User user Unable to create folder folder. Error: description
debugging,7,716033,Group name User user Unable to remove folder folder. Error: description
debugging,7,716034,Group name User user Unable to write to file filename.
debugging,7,716035,Group name User user Unable to read file filename.
debugging,7,716036,Group name User user File Access: User user logged into the server server.
debugging,7,716037,Group name User user File Access: User user failed to login into the server server.
debugging,7,717024,Checking CRL from trustpoint: trustpoint name for purpose
debugging,7,717025,Validating certificate chain containing number of certs certificate(s).
debugging,7,717029,"Identified client certificate within certificate chain. serial number: serial_number, subject name: subject_name."
debugging,7,717030,Found a suitable trustpoint trustpoint name to validate certificate.
debugging,7,717034,No-check extension found in certificate. OCSP check bypassed.
debugging,7,717036,Looking for a tunnel group match based on certificate maps for peer certificate with certificate_identifier.
debugging,7,717038,"Tunnel group match found. Tunnel Group: tunnel_group_name, Peer certificate: certificate_identifier."
debugging,7,717041,Local CA Server event: event info. 
debugging,7,717045,ocal CA Server CRL info: info 
debugging,7,718001,Internal interprocess communication queue send failure: code error_code 
debugging,7,718017,Got timeout for unknown peer IP_address msg type message_type 
debugging,7,718018,Send KEEPALIVE request failure to IP_address 
debugging,7,718019,Sent KEEPALIVE request to IP_address 
debugging,7,718020,Send KEEPALIVE response failure to IP_address 
debugging,7,718021,Sent KEEPALIVE response to IP_address 
debugging,7,718022,Received KEEPALIVE request from IP_address
debugging,7,718023,Received KEEPALIVE response from IP_address 
debugging,7,718025,Sent CFG UPDATE to IP_address 
debugging,7,718026,Received CFG UPDATE from IP_address 
debugging,7,718029,Sent OOS indicator to IP_address
debugging,7,718034,Sent TOPOLOGY indicator to IP_address
debugging,7,718035,Received TOPOLOGY indicator from IP_address
debugging,7,718036,"Process timeout for req-type type_value, exid exchange_ID, peer IP_address"
debugging,7,718041,Timeout [msgType=type] processed with no callback
debugging,7,718046,Create group policy policy_name
debugging,7,718047,Fail to create group policy policy_name
debugging,7,718049,Created secure tunnel to peer IP_address
debugging,7,718056,"Deleted Master peer, IP IP_address"
debugging,7,718058,"State machine return code: action_routine, return_code"
debugging,7,718059,"State machine function trace: state=state_name, event=event_name, func=action_routine"
debugging,7,718088,Possible VPN LB misconfiguration. Offending device MAC MAC_address. 
debugging,7,719005,FSM NAME has been created using protocol for session pointer from source_address.
debugging,7,719006,Email Proxy session pointer has timed out for source_address because of network congestion.
debugging,7,719007,Email Proxy session pointer cannot be found for source_address.
debugging,7,719009,Email Proxy service is starting.
debugging,7,719015,"Parsed emailproxy session pointer from source_address username: mailuser = mail_user, vpnuser = VPN_user, mailserver = server"
debugging,7,719016,"Parsed emailproxy session pointer from source_address password: mailpass = ******, vpnpass= ******"
debugging,7,720031,(VPN-unit) HA status callback: Invalid event received. event=event_ID. 
debugging,7,720034,(VPN-unit) Invalid type (type) for message handler. 
debugging,7,720041,(VPN-unit) Sending type message id to standby unit 
debugging,7,720042,(VPN-unit) Receiving type message id from active unit
debugging,7,720048,"(VPN-unit) FSM action trace begin: state=state, last event=event, func=function. "
debugging,7,720049,"(VPN-unit) FSM action trace end: state=state, last event=event, return=return, func=function."
debugging,7,720050,(VPN-unit) Failed to remove timer. ID = id.
debugging,7,722029,"Group group User user-name IP IP_address SVC Session Termination: Conns: connections, DPD Conns: DPD_conns, Comp resets: compression_resets, Dcmp resets: decompression_resets"
debugging,7,722030,"Group group User user-name IP IP_address SVC Session Termination: In: data_bytes (+ctrl_bytes) bytes, data_pkts (+ctrl_pkts) packets, drop_pkts drops"
debugging,7,722031,"Group group User user-name IP IP_address SVC Session Termination: Out: data_bytes (+ctrl_bytes) bytes, data_pkts (+ctrl_pkts) packets, drop_pkts drops."
debugging,7,723003,No memory for WebVPN Citrix ICA connection connection. 
debugging,7,723004,WebVPN Citrix encountered bad flow control flow. 
debugging,7,723005,No channel to set up WebVPN Citrix ICA connection. 
debugging,7,723006,WebVPN Citrix SOCKS errors.
debugging,7,723007,WebVPN Citrix ICA connection connection list is broken.
debugging,7,723008,WebVPN Citrix ICA SOCKS Server server is invalid.
debugging,7,723009,"Group group-name, User user-name, IP IP_address: WebVPN Citrix received data on invalid connection connection."
debugging,7,723010,"Group group-name, User user-name, IP IP_address: WebVPN Citrix received closing channel channel for invalid connection connection."
debugging,7,723011,"Group group-name, User user-name, IP IP_address: WebVPN Citrix receives bad SOCKS socks message length msg-length. Expected length is exp-msg-length."
debugging,7,723012,"Group group-name, User user-name, IP IP_address: WebVPN Citrix received bad SOCKS socks message format."
debugging,7,723013,WebVPN Citrix encountered invalid connection connection during periodic timeout.
debugging,7,723014,"Group group-name, User user-name, IP IP_address: WebVPN Citrix TCP connection connection to server server on channel channel initiated."
debugging,7,725008,SSL client interface_name:IP_address/port proposes the following number cipher(s).
debugging,7,725009,Device proposes the following number cipher(s) to SSL server interface_name:IP_address/port.
debugging,7,725010,Device supports the following number cipher(s).
debugging,7,725011,Cipher[order]: cipher_name
debugging,7,725012,Device chooses cipher: cipher_name for SSL session with client interface_name:IP_address/port
debugging,7,725013,SSL Server interface_name:IP_address/port chooses cipher: cipher_name
debugging,7,725014,SSL lib error. Function: function Reason: reason
debugging,7,730001,"Group groupname, User username, IP ipaddr: VLAN MAPPING to VLAN vlanid"
debugging,7,730002,"Group groupname, User username, IP ipaddr: VLAN MAPPING to VLAN vlanid failed"
debugging,7,730010,"Group groupname, User username, IP ipaddr, VLAN Mapping is enabled on VLAN vlanid."
debugging,7,734003,"DAP: User name, Addr ipaddr: Session Attribute: attr name/value "
debugging,7,737001,IPAA: Received message 'message-type' 
debugging,7,738003,Identified a Cisco license-format string. Parsing...
